Product_ID,InRange
P00232942,0
P00233042,6
P00233142,4
P00233242,3
P00233342,6
P00233442,6
P00233542,8
P00233642,5
P00233742,4
P00233842,8
P00233942,8
P00234142,6
P00234242,0
P00234442,0
P00234542,12
P00234642,4
P00234742,17
P00234842,34
P00235042,0
P00235142,0
P00235242,3
P00235342,1
P00235442,3
P00235542,1
P00235642,3
P00235742,0
P00235842,2
P00235942,0
P00236042,0
P00236342,3
P00236442,3
P00236542,4
P00236642,0
P00236942,0
P00237042,2
P00237142,3
P00237242,6
P00237342,0
P00237442,4
P00237542,9
P00237642,27
P00237742,1
P00237842,1
P00237942,8
P00238042,0
P00238142,0
P00238342,2
P00238442,4
P00238542,16
P00238642,1
P00238742,0
P00238942,1
P00239142,1
P00239242,2
P00239342,0
P00239642,1
P00239742,0
P00239842,5
P00239942,1
P00240042,15
P00240142,68
P00240242,4
P00240342,0
P00240442,14
P00240542,2
P00240642,2
P00240742,0
P00240842,5
P00240942,1
P00241042,6
P00241142,5
P00241242,3
P00241342,3
P00241442,0
P00241542,9
P00241642,11
P00241742,3
P00241942,2
P00242042,5
P00242142,7
P00242342,2
P00242442,0
P00242542,2
P00242642,1
P00242742,25
P00242842,0
P00242942,2
P00243242,4
P00243342,1
P00243442,1
P00243542,0
P00243642,0
P00243742,0
P00243842,4
P00243942,11
P00244042,16
P00244142,13
P00244242,7
P00244342,7
P00244442,2
P00244542,0
P00244642,0
P00244742,11
P00244842,1
P00244942,0
P00245042,0
P00245142,1
P00245242,0
P00245342,3
P00245442,0
P00245542,0
P00245642,41
P00245742,0
P00245842,1
P00245942,0
P00246042,0
P00246142,2
P00246242,0
P00246342,17
P00246442,1
P00246542,0
P00246642,2
P00246742,0
P00246842,2
P00246942,3
P00247042,29
P00247142,9
P00247242,1
P00247442,0
P00247542,4
P00247642,1
P00247742,1
P00247942,4
P00248042,1
P00248142,52
P00248242,0
P00248342,21
P00248442,8
P00248542,21
P00248642,0
P00248742,26
P00248842,0
P00248942,2
P00249042,0
P00249142,19
P00249342,3
P00249442,3
P00249542,22
P00249642,18
P00249742,29
P00249842,9
P00250042,0
P00250242,57
P00250342,5
P00250442,0
P00250542,0
P00250642,13
P00250742,0
P00250842,26
P00250942,2
P00251042,0
P00251142,0
P00251242,90
P00251342,3
P00251442,5
P00251542,3
P00251642,8
P00251742,1
P00251842,11
P00251942,8
P00252042,11
P00252142,2
P00252242,0
P00252342,0
P00252442,15
P00252542,9
P00252642,3
P00252742,4
P00252842,4
P00252942,0
P00253042,11
P00253142,11
P00253242,4
P00253342,1
P00253442,3
P00253542,16
P00253642,0
P00253742,2
P00253942,3
P00254042,0
P00254142,9
P00254242,17
P00254342,9
P00254442,4
P00254542,6
P00254642,14
P00254742,0
P00254842,0
P00254942,0
P00255042,0
P00255142,0
P00255242,3
P00255342,6
P00255442,0
P00255542,6
P00255642,0
P00255742,10
P00255842,2
P00255942,9
P00256042,0
P00256142,0
P00256242,1
P00256342,0
P00256442,0
P00256542,1
P00256642,16
P00256742,5
P00256842,6
P00256942,0
P00257042,6
P00257242,0
P00257442,1
P00257542,5
P00257642,3
P00257742,0
P00257842,0
P00257942,0
P00258042,0
P00258142,0
P00258242,2
P00258342,0
P00258442,21
P00258542,2
P00258642,0
P00258742,75
P00258842,10
P00258942,5
P00259042,10
P00259142,13
P00259242,4
P00259342,61
P00259442,0
P00259542,0
P00259642,1
P00259742,1
P00259842,3
P00259942,5
P00260042,80
P00260142,3
P00260242,3
P00260342,1
P00260442,13
P00260542,1
P00260642,1
P00260842,0
P00260942,0
P00261142,8
P00261242,7
P00261342,2
P00261442,1
P00261542,0
P00261642,2
P00261842,0
P00262042,0
P00262242,11
P00262342,4
P00262442,0
P00262542,4
P00262642,0
P00262742,0
P00262942,1
P00263042,0
P00263142,4
P00263442,7
P00263542,3
P00263642,0
P00263742,0
P00263842,3
P00264042,0
P00264142,0
P00264242,2
P00264342,0
P00264542,0
P00264642,9
P00264742,0
P00264842,0
P00264942,0
P00265042,1
P00265142,2
P00265242,177
P00265342,0
P00265442,2
P00265542,9
P00265642,3
P00265742,22
P00265842,1
P00265942,0
P00266042,8
P00266142,8
P00266242,0
P00266342,0
P00266442,7
P00266542,0
P00266642,8
P00266742,0
P00266842,4
P00266942,9
P00267042,0
P00267142,5
P00267242,0
P00267342,0
P00267442,0
P00267542,9
P00267642,2
P00267742,7
P00267842,0
P00267942,2
P00268042,0
P00268242,3
P00268342,12
P00268442,45
P00268542,6
P00268742,0
P00268842,1
P00269042,0
P00269242,1
P00269342,0
P00269442,0
P00269542,4
P00269642,0
P00269742,0
P00269842,1
P00269942,0
P00270042,1
P00270142,3
P00270242,24
P00270442,0
P00270542,5
P00270642,1
P00270842,31
P00270942,14
P00271042,2
P00271142,76
P00271242,11
P00271342,3
P00271442,0
P00271542,0
P00271642,0
P00271742,0
P00271842,1
P00271942,14
P00272042,2
P00272142,3
P00272242,8
P00272542,5
P00272842,7
P00272942,3
P00273042,4
P00273142,1
P00273242,1
P00273342,0
P00273442,0
P00273542,9
P00273642,7
P00273742,3
P00273942,15
P00274042,1
P00274142,1
P00274242,3
P00274342,0
P00274442,0
P00274542,1
P00274642,0
P00274842,2
P00274942,43
P00275042,1
P00275142,1
P00275242,1
P00275342,0
P00275442,1
P00275542,3
P00275642,18
P00275742,1
P00275842,0
P00275942,1
P00276042,0
P00276142,0
P00276242,4
P00276342,21
P00276442,0
P00276542,3
P00276642,10
P00276742,1
P00276842,0
P00276942,1
P00277042,0
P00277142,0
P00277242,1
P00277342,0
P00277442,14
P00277542,13
P00277642,0
P00277742,6
P00277842,6
P00277942,7
P00278042,3
P00278142,0
P00278242,0
P00278342,1
P00278442,2
P00278542,4
P00278642,127
P00278742,1
P00278942,3
P00279142,0
P00279242,0
P00279342,3
P00279442,9
P00279542,28
P00279642,1
P00279742,0
P00279842,1
P00279942,8
P00280042,0
P00280142,0
P00280242,1
P00280342,0
P00280442,3
P00280542,1
P00280642,1
P00280742,1
P00280842,5
P00280942,0
P00281042,16
P00281142,0
P00281542,3
P00281642,2
P00281742,14
P00281842,0
P00281942,1
P00282042,25
P00282142,5
P00282242,22
P00282342,0
P00282442,22
P00282542,1
P00282642,35
P00282742,10
P00282842,0
P00282942,0
P00283042,0
P00283142,0
P00283242,3
P00283342,2
P00283442,1
P00283542,0
P00283642,0
P00283742,0
P00283842,1
P00283942,46
P00284042,14
P00284142,4
P00284242,0
P00284342,0
P00284542,0
P00284642,22
P00284742,10
P00284842,1
P00284942,6
P00285042,1
P00285242,7
P00285342,18
P00285442,12
P00285542,3
P00285642,0
P00285742,15
P00285842,42
P00285942,0
P00286042,0
P00286142,0
P00286242,3
P00286342,0
P00286442,3
P00286542,10
P00286642,6
P00286742,6
P00286842,13
P00286942,0
P00287142,2
P00287242,11
P00287342,20
P00287442,6
P00287542,5
P00287642,2
P00287742,1
P00287842,5
P00287942,2
P00288042,15
P00288142,1
P00288242,14
P00288342,18
P00288442,8
P00288542,18
P00288642,7
P00288742,2
P00288842,2
P00288942,6
P00289042,32
P00289142,0
P00289242,5
P00289342,29
P00289442,1
P00289542,2
P00289642,8
P00289742,2
P00289842,11
P00289942,16
P00290042,4
P00290142,1
P00290242,1
P00290342,3
P00290542,2
P00290742,0
P00290942,1
P00291042,8
P00291242,2
P00291342,1
P00291442,12
P00291542,0
P00291642,0
P00291742,0
P00291942,1
P00292042,4
P00292242,0
P00292342,1
P00292442,0
P00292542,1
P00292642,0
P00292742,3
P00292942,0
P00293042,7
P00293142,3
P00293242,32
P00293342,25
P00293542,2
P00293742,15
P00293842,1
P00293942,0
P00294042,6
P00294142,13
P00294242,0
P00294342,2
P00294442,8
P00294542,21
P00294642,2
P00294842,5
P00295042,1
P00295242,6
P00295342,0
P00295442,10
P00295542,3
P00295742,13
P00295842,21
P00295942,0
P00296042,34
P00296142,3
P00296242,17
P00296342,6
P00296442,0
P00296542,7
P00296642,0
P00296742,2
P00296842,0
P00296942,13
P00297042,14
P00297242,0
P00297342,9
P00297442,0
P00297542,3
P00297642,8
P00297742,13
P00297842,4
P00297942,19
P00298042,1
P00298142,9
P00298242,8
P00298442,4
P00298542,2
P00298742,1
P00298842,0
P00298942,5
P00299142,30
P00299242,2
P00299442,6
P00299542,7
P00299642,1
P00299842,4
P00299942,2
P00300042,2
P00300242,1
P00300342,1
P00300442,3
P00300542,1
P00300642,2
P00300942,1
P00301042,1
P00301242,1
P00301542,4
P00301642,0
P00301742,1
P00301842,3
P00302042,4
P00302142,12
P00302342,23
P00302442,14
P00302542,3
P00302642,5
P00302742,11
P00302842,8
P00302942,27
P00303042,23
P00303142,8
P00303242,51
P00303342,7
P00303442,10
P00303542,2
P00303642,8
P00303742,11
P00303842,15
P00303942,4
P00304042,13
P00304142,12
P00304242,0
P00304342,3
P00304442,3
P00304542,4
P00304642,0
P00304742,3
P00304842,18
P00304942,3
P00305042,1
P00305142,8
P00305242,2
P00305342,0
P00305442,1
P00305542,1
P00305642,0
P00305742,1
P00305942,0
P00306042,0
P00306142,1
P00306242,2
P00306442,0
P00306542,0
P00306742,0
P00307142,4
P00307242,1
P00307342,20
P00307442,2
P00307542,9
P00307642,16
P00307742,2
P00307842,0
P00307942,0
P00308142,0
P00308242,14
P00308342,3
P00308442,2
P00308542,1
P00308642,0
P00308942,0
P00309142,8
P00309242,11
P00309342,0
P00309442,1
P00309542,3
P00309742,0
P00309942,4
P00310042,1
P00310142,2
P00310242,0
P00310342,2
P00310442,2
P00310542,4
P00310642,0
P00310842,0
P00310942,0
P00311042,0
P00311342,1
P00311442,2
P00311542,7
P00311642,8
P00311742,0
P00311842,0
P00311942,0
P00312142,13
P00312342,8
P00312442,0
P00312742,21
P00312842,9
P00312942,2
P00313042,11
P00313142,20
P00313242,17
P00313342,45
P00313442,33
P00313542,42
P00313642,1
P00313742,0
P00313842,0
P00313942,1
P00314042,0
P00314142,6
P00314242,3
P00314342,0
P00314642,1
P00314942,0
P00315042,4
P00315442,0
P00315542,2
P00315642,20
P00315742,4
P00315842,8
P00315942,1
P00316042,0
P00316142,1
P00316242,0
P00316342,0
P00316442,1
P00316542,0
P00316642,0
P00316742,0
P00316842,0
P00316942,0
P00317042,1
P00317142,0
P00317242,1
P00317342,1
P00317442,3
P00317542,0
P00317642,0
P00317842,54
P00317942,12
P00318042,0
P00318142,0
P00318342,1
P00318542,1
P00318642,0
P00318742,14
P00318942,11
P00319042,63
P00319142,12
P00319242,1
P00319342,41
P00319442,1
P00319542,6
P00319642,0
P00319742,0
P00319842,4
P00319942,5
P00320042,2
P00320142,3
P00320242,0
P00320342,0
P00320442,1
P00320542,1
P00320642,0
P00320742,9
P00320842,5
P00320942,8
P00321042,8
P00321142,0
P00321342,3
P00321442,0
P00321542,1
P00321642,3
P00321742,29
P00321842,1
P00321942,16
P00322042,13
P00322142,8
P00322242,0
P00322342,1
P00322442,2
P00322542,1
P00322742,0
P00322942,0
P00323042,12
P00323242,0
P00323342,0
P00323442,9
P00323542,8
P00323642,18
P00323742,10
P00323842,0
P00323942,44
P00324142,0
P00324242,0
P00324342,5
P00324442,8
P00324542,4
P00324642,10
P00324742,0
P00324842,5
P00324942,52
P00325142,3
P00325242,4
P00325542,0
P00325642,0
P00325742,0
P00325842,1
P00325942,1
P00326042,0
P00326242,0
P00326442,1
P00326542,1
P00326642,8
P00326742,22
P00326842,1
P00326942,14
P00327042,3
P00327142,5
P00327242,42
P00327342,1
P00327442,3
P00327542,12
P00327642,0
P00327742,0
P00327842,30
P00327942,1
P00328042,27
P00328142,8
P00328242,3
P00328342,7
P00328442,4
P00328642,0
P00328742,1
P00328842,1
P00328942,6
P00329142,0
P00329242,9
P00329342,10
P00329442,34
P00329542,8
P00329642,7
P00329742,0
P00329942,1
P00330042,2
P00330242,5
P00330342,7
P00330442,20
P00330542,1
P00330642,7
P00330742,0
P00330842,0
P00331042,33
P00331142,3
P00331242,0
P00331342,7
P00331442,2
P00331542,10
P00331642,0
P00331742,3
P00331842,1
P00331942,56
P00332042,0
P00332142,1
P00332242,12
P00332342,7
P00332442,2
P00332642,0
P00332842,0
P00332942,9
P00333042,8
P00333242,1
P00333342,0
P00333442,0
P00333542,3
P00333642,1
P00333742,0
P00333842,0
P00334042,2
P00334142,2
P00334242,4
P00334342,3
P00334442,0
P00334642,3
P00334742,0
P00334842,0
P00334942,0
P00335042,0
P00335142,2
P00335242,14
P00335442,6
P00335542,5
P00335742,1
P00335842,1
P00335942,2
P00336042,4
P00336142,3
P00336342,0
P00336542,0
P00336642,2
P00336742,0
P00336942,28
P00337142,0
P00337242,0
P00337342,0
P00337442,5
P00337542,11
P00337642,10
P00337742,2
P00337842,15
P00337942,7
P00338042,3
P00338142,3
P00338342,2
P00338442,19
P00338542,2
P00338642,1
P00338742,1
P00338842,1
P00338942,0
P00339042,16
P00339242,0
P00339342,1
P00339442,0
P00339542,3
P00339642,0
P00339742,1
P00339842,5
P00339942,1
P0034,0
P00340042,1
P00340142,0
P00340242,0
P00340342,0
P00340442,0
P00340542,1
P00340642,5
P00340842,0
P00340942,2
P00341242,1
P00341342,1
P00341442,1
P00341742,1
P00341842,0
P00341942,2
P00342042,0
P00342142,0
P00342242,0
P00342342,1
P00342442,0
P00342542,0
P00342642,4
P00342742,14
P00342842,0
P00342942,1
P00343042,50
P00343142,0
P00343242,0
P00343342,0
P00343442,0
P00343542,4
P00343642,0
P00343742,1
P00343842,0
P00343942,0
P00344042,0
P00344142,0
P00344242,23
P00344342,13
P00344442,20
P00344542,5
P00344742,4
P00344842,0
P00344942,0
P00345042,0
P00345142,0
P00345242,5
P00345342,0
P00345442,0
P00345542,0
P00345642,11
P00345742,9
P00345842,0
P00345942,7
P00346042,5
P00346142,10
P00346242,3
P00346342,12
P00346442,6
P00346542,0
P00346642,7
P00346742,1
P00346842,0
P00346942,4
P00347042,1
P00347142,9
P00347242,4
P00347342,3
P00347442,0
P00347542,3
P00347642,9
P00347742,1
P00347842,1
P00347942,0
P00348042,0
P00348242,15
P00348342,3
P00348442,4
P00348542,2
P00348642,5
P00348742,1
P00348842,1
P00348942,15
P00349142,1
P00349242,9
P00349342,3
P00349442,0
P00349542,1
P00349642,0
P00349742,4
P00349842,4
P00349942,5
P00350042,1
P00350142,4
P00350242,2
P00350342,8
P00350442,0
P00350542,2
P00350642,6
P00350842,1
P00350942,22
P00351042,13
P00351142,6
P00351242,6
P00351342,18
P00351442,1
P00351542,0
P00351642,3
P00351742,1
P00351842,7
P00351942,0
P00352142,4
P00352242,9
P00352342,0
P00352442,2
P00352542,0
P00352642,2
P00352742,3
P00352842,0
P00352942,2
P00353142,4
P00353242,0
P00353342,1
P00353442,0
P00353542,0
P00353642,1
P00353842,2
P00353942,0
P00354042,0
P00354142,1
P00354242,4
P00354342,20
P00354442,6
P00354542,6
P00354642,4
P00354742,2
P00354842,2
P00354942,8
P00355042,0
P00355142,6
P00355242,3
P00355342,4
P00355642,8
P00355742,2
P00355942,11
P00356042,4
P00356142,1
P00356242,1
P00356342,0
P00356442,0
P00356542,1
P00356642,1
P00356742,20
P00356842,0
P00356942,19
P00357042,10
P00357142,2
P00357242,18
P00357342,0
P00357642,14
P00357742,0
P00357842,7
P00357942,4
P00358042,2
P00358142,0
P00358242,4
P00358342,1
P00358442,5
P00358542,0
P00358642,1
P00358742,8
P00358842,1
P00358942,1
P00359042,0
P00359142,4
P00359242,3
P00359342,2
P00359442,2
P00359542,0
P00359642,0
P00359742,13
P00359942,0
P00360042,11
P00360142,1
P00360242,3
P00360542,0
P00360642,0
P00360742,2
P00360842,4
P00360942,0
P00361042,1
P00361142,0
P00361242,2
P00361342,3
P00361442,0
P00361542,0
P00361642,3
P00361842,10
P00361942,2
P00362042,2
P00362342,28
P00362442,6
P00362542,1
P00362642,10
P00362742,6
P00362842,14
P00362942,1
P00363042,0
P00363242,4
P00363342,0
P00363442,1
P00363542,0
P00363742,6
P00363942,0
P00364042,0
P00364142,2
P00364442,5
P00364642,1
P00364742,0
P00364842,17
P00364942,1
P00365042,2
P00365142,3
P00365242,48
P00365342,0
P00365542,0
P00365642,2
P00365742,0
P00365842,0
P00366242,0
P00366342,0
P00366442,3
P00366542,34
P00366642,0
P00366742,0
P00366842,3
P00366942,4
P00367042,10
P00367142,4
P00367242,0
P00367342,0
P00367442,2
P00367542,2
P00367642,0
P00367742,0
P00367842,0
P00367942,5
P00368042,0
P00368142,0
P00368242,8
P00368342,7
P00368442,6
P00368542,0
P00368642,6
P00368842,0
P00368942,0
P00369042,3
P00369142,2
P00369242,0
P00369342,0
P00369442,0
P00369742,3
P00369942,0
P00370042,5
P00370142,1
P00370242,42
P00370342,12
P00370442,1
P00370542,0
P00370642,17
P0093742,0
P0093842,1
P0093942,3
P0094042,1
P0094142,0
P0094242,0
P0094342,0
P0094442,0
P0094542,0
P0094642,0
P0094742,0
P0094842,0
P0094942,0
P0095042,0
P0095142,0
P0095242,0
P0095342,0
P0095442,0
P0095542,0
P0095642,7
P0095742,0
P0095842,21
P0095942,5
P0096042,5
P0096142,12
P0096342,5
P0096442,0
P0096542,17
P0096642,0
P0096742,0
P0096842,14
P0096942,4
P0097042,2
P0097142,0
P0097242,3
P0097342,10
P0097442,0
P0097642,0
P0097742,16
P0097842,8
P0097942,3
P0098042,0
P0098142,3
P0098242,9
P0098342,2
P0098442,1
P0098542,3
P0098642,1
P0098742,4
P0098842,0
P0098942,1
P0099042,6
P0099142,0
P0099242,8
P0099342,40
P0099442,3
P0099642,0
P0099742,7
P0099842,6
P0099942,0
